Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco,ocean_proximity,City,average_rooms,average_bedrooms,Rounded_Distance_To_Coast,Rounded_Distance_To_LA,Rounded_Distance_To_SanDiego,Rounded_Distance_To_SanFrancisco,Rounded_Distance_To_SanJose
265500,3.5172,43,1711,443,1190,429,34.1,-118.29,21933.52015,6812.264845,186203.1512,484929.6965,552957.8747,<1H OCEAN,Los Angeles,3.99,1.03,20,5,185,555,485
254200,2.9417,39,2196,582,1165,538,34.1,-118.29,21933.52015,6812.264845,186203.1512,484929.6965,552957.8747,<1H OCEAN,Los Angeles,4.08,1.08,20,5,185,555,485
309100,5.8309,52,1464,211,603,226,34.18,-118.13,39075.46643,17645.40105,185984.013,488180.3933,556204.1437,INLAND,Los Angeles,6.48,0.93,40,20,185,555,490
310900,6.4223,52,3094,519,1309,488,34.18,-118.13,39075.46643,17645.40105,185984.013,488180.3933,556204.1437,INLAND,Los Angeles,6.34,1.06,40,20,185,555,490
176900,4.8623,18,5210,912,1301,464,34.34,-117.61,81237.63071,66486.73501,185340.7437,509799.4798,577456.8628,INLAND,San Bernardino,11.23,1.97,80,65,185,575,510
217500,2.5417,22,2340,773,2226,754,34.13,-118.25,26714.43056,8666.61763,186927.3619,484859.2131,552893.5856,<1H OCEAN,Los Angeles,3.1,1.03,25,10,185,555,485
243800,2.125,52,322,88,229,89,34.13,-118.25,26714.43056,8666.61763,186927.3619,484859.2131,552893.5856,<1H OCEAN,Los Angeles,3.62,0.99,25,10,185,555,485
255900,2.2244,36,2946,1025,2542,912,34.13,-118.25,26714.43056,8666.61763,186927.3619,484859.2131,552893.5856,<1H OCEAN,Los Angeles,3.23,1.12,25,10,185,555,485
130200,3.4306,49,1295,276,765,265,34.03,-118.34,15381.23093,9212.624385,182592.15,487844.0249,555846.8819,<1H OCEAN,Los Angeles,4.89,1.04,15,10,185,555,490
125000,1.3444,47,1927,561,1349,508,34.03,-118.34,15381.23093,9212.624385,182592.15,487844.0249,555846.8819,<1H OCEAN,Los Angeles,3.79,1.1,15,10,185,555,490
134100,2.4444,46,2437,502,1151,477,34.03,-118.34,15381.23093,9212.624385,182592.15,487844.0249,555846.8819,<1H OCEAN,Los Angeles,5.11,1.05,15,10,185,555,490
118800,1.6581,48,1426,331,784,356,34.03,-118.34,15381.23093,9212.624385,182592.15,487844.0249,555846.8819,<1H OCEAN,Los Angeles,4.01,0.93,15,10,185,555,490
450000,3.6667,3,475,155,236,153,33.98,-118.42,8968.054477,18127.31127,182853.1002,487430.2687,555385.2556,<1H OCEAN,Los Angeles,3.1,1.01,10,20,185,555,485
500001,15.0001,52,2248,255,813,265,34.07,-118.33,17257.04324,8193.083014,185611.8361,485048.1795,553063.889,<1H OCEAN,Los Angeles,8.48,0.96,15,10,185,555,485
500001,15.0001,52,1482,171,531,161,34.07,-118.33,17257.04324,8193.083014,185611.8361,485048.1795,553063.889,<1H OCEAN,Los Angeles,9.2,1.06,15,10,185,555,485
352600,4.4094,39,3825,916,1378,746,34.11,-118.27,24072.29517,6865.240932,186086.9435,485305.8908,553337.4756,<1H OCEAN,Los Angeles,5.13,1.23,25,5,185,555,485
276600,3.0521,36,1832,539,934,486,34.11,-118.27,24072.29517,6865.240932,186086.9435,485305.8908,553337.4756,<1H OCEAN,Los Angeles,3.77,1.11,25,5,185,555,485
306800,2.978,41,4138,1130,1859,1030,34.11,-118.27,24072.29517,6865.240932,186086.9435,485305.8908,553337.4756,<1H OCEAN,Los Angeles,4.02,1.1,25,5,185,555,485
500001,3.5083,52,1777,454,671,439,34.08,-118.33,17664.17659,8529.280054,186511.4129,484203.3767,552221.296,<1H OCEAN,Los Angeles,4.05,1.03,20,10,185,550,485
442900,3.2426,50,2989,832,1345,775,34.08,-118.33,17664.17659,8529.280054,186511.4129,484203.3767,552221.296,<1H OCEAN,Los Angeles,3.86,1.07,20,10,185,550,485
287500,3.3594,45,7803,2154,3359,2041,34.07,-118.35,15536.0186,9990.979387,186703.3544,483853.2956,551864.353,<1H OCEAN,Los Angeles,3.82,1.06,15,10,185,550,485
500001,4.89,52,2497,406,1030,412,34.07,-118.35,15536.0186,9990.979387,186703.3544,483853.2956,551864.353,<1H OCEAN,Los Angeles,6.06,0.99,15,10,185,550,485
500001,4.1328,52,2315,356,894,345,34.07,-118.35,15536.0186,9990.979387,186703.3544,483853.2956,551864.353,<1H OCEAN,Los Angeles,6.71,1.03,15,10,185,550,485
500001,3.5719,45,3312,880,1157,809,34.07,-118.35,15536.0186,9990.979387,186703.3544,483853.2956,551864.353,<1H OCEAN,Los Angeles,4.09,1.09,15,10,185,550,485
450000,3.6111,48,890,255,434,232,34.07,-118.35,15536.0186,9990.979387,186703.3544,483853.2956,551864.353,<1H OCEAN,Los Angeles,3.84,1.1,15,10,185,550,485
350000,4.0179,46,1651,410,512,397,34.07,-118.35,15536.0186,9990.979387,186703.3544,483853.2956,551864.353,<1H OCEAN,Los Angeles,4.16,1.03,15,10,185,550,485
404500,3.5909,25,2740,707,1420,664,34.07,-118.32,18126.53186,7302.452863,185070.6474,485647.034,553664.8753,<1H OCEAN,Los Angeles,4.13,1.06,20,5,185,555,485
500001,8.8062,52,2156,306,861,311,34.07,-118.32,18126.53186,7302.452863,185070.6474,485647.034,553664.8753,<1H OCEAN,Los Angeles,6.93,0.98,20,5,185,555,485
500001,11.2185,52,2980,366,967,359,34.07,-118.32,18126.53186,7302.452863,185070.6474,485647.034,553664.8753,<1H OCEAN,Los Angeles,8.3,1.02,20,5,185,555,485
327300,3.7167,52,1482,336,768,300,34.06,-118.34,16030.89564,8915.000882,185261.5156,485297.1118,553308.0969,<1H OCEAN,Los Angeles,4.94,1.12,15,10,185,555,485
396000,3.5481,52,2069,417,826,377,34.06,-118.34,16030.89564,8915.000882,185261.5156,485297.1118,553308.0969,<1H OCEAN,Los Angeles,5.49,1.11,15,10,185,555,485
500001,7.1669,52,1314,170,629,214,34.06,-118.34,16030.89564,8915.000882,185261.5156,485297.1118,553308.0969,<1H OCEAN,Los Angeles,6.14,0.79,15,10,185,555,485
432800,3.4812,52,1311,310,707,290,34.06,-118.34,16030.89564,8915.000882,185261.5156,485297.1118,553308.0969,<1H OCEAN,Los Angeles,4.52,1.07,15,10,185,555,485
500001,7.4574,52,2089,309,883,281,34.06,-118.34,16030.89564,8915.000882,185261.5156,485297.1118,553308.0969,<1H OCEAN,Los Angeles,7.43,1.1,15,10,185,555,485
278800,3.6434,51,1532,366,669,333,34.09,-118.26,24076.30762,4460.121741,183728.0106,487584.7536,555615.2247,<1H OCEAN,Los Angeles,4.6,1.1,25,5,185,555,490
241400,3.8448,36,3503,833,2652,788,34.09,-118.26,24076.30762,4460.121741,183728.0106,487584.7536,555615.2247,<1H OCEAN,Los Angeles,4.45,1.06,25,5,185,555,490
445000,2.2653,40,2657,794,2149,749,34.07,-118.31,19000.91124,6420.450569,184532.5415,486246.8254,554266.6702,<1H OCEAN,Los Angeles,3.55,1.06,20,5,185,555,485
166700,2.3105,26,5062,2055,4533,1822,34.07,-118.31,19000.91124,6420.450569,184532.5415,486246.8254,554266.6702,<1H OCEAN,Los Angeles,2.78,1.13,20,5,185,555,485
500001,2.3674,20,3264,1248,2919,1191,34.07,-118.31,19000.91124,6420.450569,184532.5415,486246.8254,554266.6702,<1H OCEAN,Los Angeles,2.74,1.05,20,5,185,555,485
305600,2.2364,28,2362,949,2759,894,34.07,-118.31,19000.91124,6420.450569,184532.5415,486246.8254,554266.6702,<1H OCEAN,Los Angeles,2.64,1.06,20,5,185,555,485
500001,5.1637,36,3053,635,1234,577,34.03,-118.41,8976.320365,15522.63377,186561.4191,483712.4214,551692.1901,<1H OCEAN,Los Angeles,5.29,1.1,10,15,185,550,485
327300,2.8418,26,4376,1394,2435,1250,34.03,-118.41,8976.320365,15522.63377,186561.4191,483712.4214,551692.1901,<1H OCEAN,Los Angeles,3.5,1.12,10,15,185,550,485
366700,3.1642,24,3711,1192,1764,1147,34.03,-118.41,8976.320365,15522.63377,186561.4191,483712.4214,551692.1901,<1H OCEAN,Los Angeles,3.24,1.04,10,15,185,550,485
500001,3.7277,33,1730,386,994,363,34.03,-118.41,8976.320365,15522.63377,186561.4191,483712.4214,551692.1901,<1H OCEAN,Los Angeles,4.77,1.06,10,15,185,550,485
463600,3.6019,20,4374,1311,2165,1185,34.03,-118.41,8976.320365,15522.63377,186561.4191,483712.4214,551692.1901,<1H OCEAN,Los Angeles,3.69,1.11,10,15,185,550,485
500001,5.3683,26,2503,449,1218,426,34.01,-118.41,8904.883615,16029.66184,184833.0156,485429.114,553401.0971,<1H OCEAN,Los Angeles,5.88,1.05,10,15,185,555,485
333500,4.5982,44,2010,394,961,365,34.01,-118.41,8904.883615,16029.66184,184833.0156,485429.114,553401.0971,<1H OCEAN,Los Angeles,5.51,1.08,10,15,185,555,485
302500,4.7031,43,2000,529,1290,514,34.01,-118.41,8904.883615,16029.66184,184833.0156,485429.114,553401.0971,<1H OCEAN,Los Angeles,3.89,1.03,10,15,185,555,485
285300,2.8797,33,3306,974,2475,924,34.01,-118.41,8904.883615,16029.66184,184833.0156,485429.114,553401.0971,<1H OCEAN,Los Angeles,3.58,1.05,10,15,185,555,485
250000,3.2411,52,2837,602,1164,551,34.06,-118.35,15153.10133,9832.313014,185811.4882,484701.1124,552709.5786,<1H OCEAN,Los Angeles,5.15,1.09,15,10,185,555,485
440900,5.3819,52,1368,322,617,303,34.06,-118.35,15153.10133,9832.313014,185811.4882,484701.1124,552709.5786,<1H OCEAN,Los Angeles,4.51,1.06,15,10,185,555,485
400000,3.2279,48,3551,826,1601,827,34.06,-118.35,15153.10133,9832.313014,185811.4882,484701.1124,552709.5786,<1H OCEAN,Los Angeles,4.29,1,15,10,185,555,485
385000,3.7167,48,1354,279,716,309,34.06,-118.35,15153.10133,9832.313014,185811.4882,484701.1124,552709.5786,<1H OCEAN,Los Angeles,4.38,0.9,15,10,185,555,485
500001,2.4722,52,3446,1360,1768,1245,34.06,-118.35,15153.10133,9832.313014,185811.4882,484701.1124,552709.5786,<1H OCEAN,Los Angeles,2.77,1.09,15,10,185,555,485
225000,2.2692,37,2705,676,1551,608,34.17,-118.12,39404.35218,17353.20296,184564.8885,489621.0715,557645.0191,INLAND,Los Angeles,4.45,1.11,40,15,185,560,490
287900,4.7098,52,2948,542,1363,495,34.17,-118.12,39404.35218,17353.20296,184564.8885,489621.0715,557645.0191,INLAND,Los Angeles,5.96,1.09,40,15,185,560,490
315400,3.7159,52,1835,330,777,317,34.17,-118.12,39404.35218,17353.20296,184564.8885,489621.0715,557645.0191,INLAND,Los Angeles,5.79,1.04,40,15,185,560,490
222600,3.0417,52,2166,483,1308,467,34.17,-118.12,39404.35218,17353.20296,184564.8885,489621.0715,557645.0191,INLAND,Los Angeles,4.64,1.03,40,15,185,560,490
446600,6.4232,41,1527,279,746,285,34.01,-118.43,7071.369703,17800.00011,186004.0645,484261.2233,552224.8864,<1H OCEAN,Los Angeles,5.36,0.98,5,20,185,550,485
489800,5.3403,43,1487,242,675,247,34.01,-118.43,7071.369703,17800.00011,186004.0645,484261.2233,552224.8864,<1H OCEAN,Los Angeles,6.02,0.98,5,20,185,550,485
412500,2.697,27,3133,1021,2242,1002,34.01,-118.43,7071.369703,17800.00011,186004.0645,484261.2233,552224.8864,<1H OCEAN,Los Angeles,3.13,1.02,5,20,185,550,485
500001,4.7009,31,2526,528,1046,504,34.01,-118.43,7071.369703,17800.00011,186004.0645,484261.2233,552224.8864,<1H OCEAN,Los Angeles,5.01,1.05,5,20,185,550,485
169100,2.7366,40,1630,543,1568,510,34.08,-118.28,21972.92885,4552.185708,183849.9697,487211.8283,555238.4935,<1H OCEAN,Los Angeles,3.2,1.06,20,5,185,555,485
203100,2.6178,52,2465,773,2328,746,34.08,-118.28,21972.92885,4552.185708,183849.9697,487211.8283,555238.4935,<1H OCEAN,Los Angeles,3.3,1.04,20,5,185,555,485
213500,2.875,39,3162,896,1934,818,34.08,-118.28,21972.92885,4552.185708,183849.9697,487211.8283,555238.4935,<1H OCEAN,Los Angeles,3.87,1.1,20,5,185,555,485
200000,2.9423,42,997,374,982,372,34.08,-118.28,21972.92885,4552.185708,183849.9697,487211.8283,555238.4935,<1H OCEAN,Los Angeles,2.68,1.01,20,5,185,555,485
182000,3.1607,42,1618,522,1454,440,34.08,-118.28,21972.92885,4552.185708,183849.9697,487211.8283,555238.4935,<1H OCEAN,Los Angeles,3.68,1.19,20,5,185,555,485
500001,8.2435,27,1551,254,816,233,34.14,-118.16,34677.93395,12434.39282,183503.6507,489578.293,557610.8917,<1H OCEAN,Los Angeles,6.66,1.09,35,10,185,560,490
500001,7.4817,41,3039,482,973,446,34.14,-118.16,34677.93395,12434.39282,183503.6507,489578.293,557610.8917,<1H OCEAN,Los Angeles,6.81,1.08,35,10,185,560,490
214200,3.25,52,2465,611,1433,570,34.13,-118.21,30018.47467,9186.543107,184947.0505,487312.8551,555347.9583,<1H OCEAN,Los Angeles,4.32,1.07,30,10,185,555,485
205700,2.7201,52,2687,600,1716,544,34.17,-118.14,37750.58157,16204.67835,185466.4635,488368.8816,556395.7924,<1H OCEAN,Los Angeles,4.94,1.1,40,15,185,555,490
173100,4.0524,52,2667,486,1681,504,34.17,-118.14,37750.58157,16204.67835,185466.4635,488368.8816,556395.7924,<1H OCEAN,Los Angeles,5.29,0.96,40,15,185,555,490
158000,2.3062,34,2384,604,2073,540,34.17,-118.14,37750.58157,16204.67835,185466.4635,488368.8816,556395.7924,<1H OCEAN,Los Angeles,4.41,1.12,40,15,185,555,490
146700,2.3,40,1054,251,1056,276,34.17,-118.14,37750.58157,16204.67835,185466.4635,488368.8816,556395.7924,<1H OCEAN,Los Angeles,3.82,0.91,40,15,185,555,490
166800,2.7148,42,2757,713,2112,653,34.17,-118.14,37750.58157,16204.67835,185466.4635,488368.8816,556395.7924,<1H OCEAN,Los Angeles,4.22,1.09,40,15,185,555,490
326700,4.575,48,1923,408,1142,433,34,-118.45,5529.224508,19880.80802,186337.1413,483961.0012,551911.2221,<1H OCEAN,Los Angeles,4.44,0.94,5,20,185,550,485
348300,4.45,46,1777,362,896,334,34,-118.45,5529.224508,19880.80802,186337.1413,483961.0012,551911.2221,<1H OCEAN,Los Angeles,5.32,1.08,5,20,185,550,485
334700,4.7,39,1909,359,867,345,34,-118.45,5529.224508,19880.80802,186337.1413,483961.0012,551911.2221,<1H OCEAN,Los Angeles,5.53,1.04,5,20,185,550,485
345800,3.962,43,1606,408,862,354,34,-118.45,5529.224508,19880.80802,186337.1413,483961.0012,551911.2221,<1H OCEAN,Los Angeles,4.54,1.15,5,20,185,550,485
189800,3.1864,52,3142,765,1728,682,34.09,-118.25,24946.12422,4239.394275,183214.3043,488192.0241,556223.4923,<1H OCEAN,Los Angeles,4.61,1.12,25,5,185,555,490
174300,2.6336,43,1903,635,1919,613,34.09,-118.25,24946.12422,4239.394275,183214.3043,488192.0241,556223.4923,<1H OCEAN,Los Angeles,3.1,1.04,25,5,185,555,490
189400,2.935,52,1866,470,1211,417,34.09,-118.25,24946.12422,4239.394275,183214.3043,488192.0241,556223.4923,<1H OCEAN,Los Angeles,4.47,1.13,25,5,185,555,490
210000,3.5603,52,2050,429,957,418,34.09,-118.25,24946.12422,4239.394275,183214.3043,488192.0241,556223.4923,<1H OCEAN,Los Angeles,4.9,1.03,25,5,185,555,490
241700,3.75,52,104,20,32,17,34.09,-118.25,24946.12422,4239.394275,183214.3043,488192.0241,556223.4923,<1H OCEAN,Los Angeles,6.12,1.18,25,5,185,555,490
440100,5.8666,37,1328,250,626,228,34.01,-118.45,5244.789707,19583.75298,187186.2151,483097.2561,551052.0451,<1H OCEAN,Los Angeles,5.82,1.1,5,20,185,550,485
405800,6.4755,36,2424,418,1123,417,34.01,-118.45,5244.789707,19583.75298,187186.2151,483097.2561,551052.0451,<1H OCEAN,Los Angeles,5.81,1,5,20,185,550,485
354300,6.3516,40,1361,240,559,229,34.01,-118.45,5244.789707,19583.75298,187186.2151,483097.2561,551052.0451,<1H OCEAN,Los Angeles,5.94,1.05,5,20,185,550,485
500001,8.5938,43,3863,537,1398,511,34.04,-118.4,10105.00654,14466.33148,186856.5213,483443.9346,551430.9962,<1H OCEAN,Los Angeles,7.56,1.05,10,15,185,550,485
500001,12.8483,42,1298,174,420,190,34.04,-118.4,10105.00654,14466.33148,186856.5213,483443.9346,551430.9962,<1H OCEAN,Los Angeles,6.83,0.92,10,15,185,550,485
500001,9.272,40,2079,268,720,282,34.04,-118.4,10105.00654,14466.33148,186856.5213,483443.9346,551430.9962,<1H OCEAN,Los Angeles,7.37,0.95,10,15,185,550,485
176700,2.2167,39,1148,348,1161,333,34.11,-118.24,26596.36743,6432.124644,184561.5907,487133.5105,555167.3202,<1H OCEAN,Los Angeles,3.45,1.05,25,5,185,555,485
178800,2.7679,50,2141,451,1777,426,34.11,-118.24,26596.36743,6432.124644,184561.5907,487133.5105,555167.3202,<1H OCEAN,Los Angeles,5.03,1.06,25,5,185,555,485
167100,2.7409,41,2099,472,1369,465,34.05,-118.34,15738.94239,8877.093129,184369.3157,486145.0242,554153.4221,<1H OCEAN,Los Angeles,4.51,1.02,15,10,185,555,485
140600,2.2725,39,975,292,723,285,34.05,-118.34,15738.94239,8877.093129,184369.3157,486145.0242,554153.4221,<1H OCEAN,Los Angeles,3.42,1.02,15,10,185,555,485
213500,3.1944,50,2009,419,1130,402,34.05,-118.34,15738.94239,8877.093129,184369.3157,486145.0242,554153.4221,<1H OCEAN,Los Angeles,5,1.04,15,10,185,555,485
259400,2.6654,52,2194,504,997,438,34.05,-118.34,15738.94239,8877.093129,184369.3157,486145.0242,554153.4221,<1H OCEAN,Los Angeles,5.01,1.15,15,10,185,555,485
321600,3.9167,52,2530,458,1122,449,34.05,-118.34,15738.94239,8877.093129,184369.3157,486145.0242,554153.4221,<1H OCEAN,Los Angeles,5.63,1.02,15,10,185,555,485
351600,5.7405,48,1427,253,693,268,34.01,-118.4,9823.028063,15150.99415,184251.7205,486014.5219,553990.4593,<1H OCEAN,Los Angeles,5.32,0.94,10,15,185,555,485
356300,5.4035,44,1494,262,618,266,34.01,-118.4,9823.028063,15150.99415,184251.7205,486014.5219,553990.4593,<1H OCEAN,Los Angeles,5.62,0.98,10,15,185,555,485
202100,2.8793,42,1372,275,674,271,34.05,-118.36,13952.05492,10719.08001,185477.6969,484955.9118,552958.8859,<1H OCEAN,Los Angeles,5.06,1.01,15,10,185,555,485
243600,3.2813,48,1835,380,956,370,34.05,-118.36,13952.05492,10719.08001,185477.6969,484955.9118,552958.8859,<1H OCEAN,Los Angeles,4.96,1.03,15,10,185,555,485
338100,3.0833,50,3518,812,1724,758,34.05,-118.36,13952.05492,10719.08001,185477.6969,484955.9118,552958.8859,<1H OCEAN,Los Angeles,4.64,1.07,15,10,185,555,485
254700,3.3333,45,1879,395,946,409,34.05,-118.36,13952.05492,10719.08001,185477.6969,484955.9118,552958.8859,<1H OCEAN,Los Angeles,4.59,0.97,15,10,185,555,485
295200,4.0625,47,1424,300,632,278,34.05,-118.36,13952.05492,10719.08001,185477.6969,484955.9118,552958.8859,<1H OCEAN,Los Angeles,5.12,1.08,15,10,185,555,485
252000,2.5658,45,2283,509,1093,475,34.05,-118.36,13952.05492,10719.08001,185477.6969,484955.9118,552958.8859,<1H OCEAN,Los Angeles,4.81,1.07,15,10,185,555,485
322600,3.3824,48,1825,404,728,363,34.05,-118.36,13952.05492,10719.08001,185477.6969,484955.9118,552958.8859,<1H OCEAN,Los Angeles,5.03,1.11,15,10,185,555,485
330200,5.3272,46,2863,513,1412,498,34.16,-118.1,40629.34866,17849.13996,182701.8825,491689.1222,559711.6348,INLAND,Los Angeles,5.75,1.03,40,20,185,560,490
283700,4.2386,44,2795,496,1235,469,34.16,-118.1,40629.34866,17849.13996,182701.8825,491689.1222,559711.6348,INLAND,Los Angeles,5.96,1.06,40,20,185,560,490
138000,2.5625,45,1839,459,1312,460,34.04,-118.35,14612.74329,9889.508611,184034.9428,486399.9327,554402.8476,<1H OCEAN,Los Angeles,4,1,15,10,185,555,485
179200,2.1711,45,1579,357,713,335,34.04,-118.35,14612.74329,9889.508611,184034.9428,486399.9327,554402.8476,<1H OCEAN,Los Angeles,4.71,1.07,15,10,185,555,485
150700,1.8685,36,1956,601,1672,546,34.04,-118.35,14612.74329,9889.508611,184034.9428,486399.9327,554402.8476,<1H OCEAN,Los Angeles,3.58,1.1,15,10,185,555,485
146800,2.3687,38,1626,375,1019,372,34.04,-118.35,14612.74329,9889.508611,184034.9428,486399.9327,554402.8476,<1H OCEAN,Los Angeles,4.37,1.01,15,10,185,555,485
151600,3.0856,49,1104,266,668,297,34.04,-118.35,14612.74329,9889.508611,184034.9428,486399.9327,554402.8476,<1H OCEAN,Los Angeles,3.72,0.9,15,10,185,555,485
169400,2.4635,41,1617,423,1110,375,34.04,-118.35,14612.74329,9889.508611,184034.9428,486399.9327,554402.8476,<1H OCEAN,Los Angeles,4.31,1.13,15,10,185,555,485
82600,3.0139,18,3312,705,1251,512,34.14,-116.15,153832.1222,193030.4614,184076.8748,628237.5939,694644.065,INLAND,San Bernardino,6.47,1.38,155,195,185,695,630
500001,9.0702,43,4269,591,1467,582,34.17,-118.18,34500.19401,14347.45085,187311.744,485874.9047,553906.3996,<1H OCEAN,Los Angeles,7.34,1.02,35,15,185,555,485
293900,5.5524,52,3800,646,1842,620,34.14,-118.2,31324.18076,10555.46198,185406.2797,487102.9585,555137.689,<1H OCEAN,Los Angeles,6.13,1.04,30,10,185,555,485
217000,3.9375,51,1941,378,1012,371,34.14,-118.2,31324.18076,10555.46198,185406.2797,487102.9585,555137.689,<1H OCEAN,Los Angeles,5.23,1.02,30,10,185,555,485
204200,4.0909,52,2090,466,1219,390,34.14,-118.2,31324.18076,10555.46198,185406.2797,487102.9585,555137.689,<1H OCEAN,Los Angeles,5.36,1.19,30,10,185,555,485
208900,2.7466,43,2222,635,1817,606,34.11,-118.25,25749.54863,6449.468025,185066.7843,486523.394,554556.5841,<1H OCEAN,Los Angeles,3.67,1.05,25,5,185,555,485
217800,2.8667,43,2230,583,1667,543,34.11,-118.25,25749.54863,6449.468025,185066.7843,486523.394,554556.5841,<1H OCEAN,Los Angeles,4.11,1.07,25,5,185,555,485
156300,3.015,39,1415,369,1467,351,34.11,-118.25,25749.54863,6449.468025,185066.7843,486523.394,554556.5841,<1H OCEAN,Los Angeles,4.03,1.05,25,5,185,555,485
170000,3.4375,52,125,42,99,40,34.11,-118.25,25749.54863,6449.468025,185066.7843,486523.394,554556.5841,<1H OCEAN,Los Angeles,3.13,1.05,25,5,185,555,485
339100,4.056,35,1465,386,1104,345,34,-118.39,10883.96618,14681.80946,182807.4765,487458.8594,555434.8018,<1H OCEAN,Los Angeles,4.25,1.12,10,15,185,555,485
485700,5.2035,40,1565,269,826,268,34,-118.39,10883.96618,14681.80946,182807.4765,487458.8594,555434.8018,<1H OCEAN,Los Angeles,5.84,1,10,15,185,555,485
143800,2.712,38,1051,249,799,229,34.1,-118.23,27051.81124,5458.69075,183127.2049,488576.3582,556610.1281,<1H OCEAN,Los Angeles,4.59,1.09,25,5,185,555,490
152900,2.2788,46,2483,587,2121,553,34.1,-118.23,27051.81124,5458.69075,183127.2049,488576.3582,556610.1281,<1H OCEAN,Los Angeles,4.49,1.06,25,5,185,555,490
157000,2.1687,41,1353,379,1536,416,34.1,-118.23,27051.81124,5458.69075,183127.2049,488576.3582,556610.1281,<1H OCEAN,Los Angeles,3.25,0.91,25,5,185,555,490
444100,8.7835,52,2405,299,970,319,34.19,-118.12,40408.30512,19086.43515,186511.4747,487995.877,556015.9508,INLAND,Los Angeles,7.54,0.94,40,20,185,555,490
185400,3.0919,28,3306,1025,2670,942,34.12,-118.22,28725.78909,7844.414545,184498.1616,487526.7146,555561.6767,<1H OCEAN,Los Angeles,3.51,1.09,30,10,185,555,490
240800,5.2049,37,1298,242,750,255,34.12,-118.22,28725.78909,7844.414545,184498.1616,487526.7146,555561.6767,<1H OCEAN,Los Angeles,5.09,0.95,30,10,185,555,490
319400,3.0574,25,3442,1050,1890,914,34.03,-118.39,10800.68234,13706.50069,185412.7641,484888.0714,552875.107,<1H OCEAN,Los Angeles,3.77,1.15,10,15,185,555,485
230900,3.7206,39,1366,375,1237,370,34.03,-118.39,10800.68234,13706.50069,185412.7641,484888.0714,552875.107,<1H OCEAN,Los Angeles,3.69,1.01,10,15,185,555,485
232500,3.2228,28,1722,536,1161,481,34.03,-118.39,10800.68234,13706.50069,185412.7641,484888.0714,552875.107,<1H OCEAN,Los Angeles,3.58,1.11,10,15,185,555,485
55000,3.1415,19,1450,509,746,437,34.03,-118.39,10800.68234,13706.50069,185412.7641,484888.0714,552875.107,<1H OCEAN,Los Angeles,3.32,1.16,10,15,185,555,485
178100,3.3542,52,791,174,501,162,34.13,-118.22,29183.93126,8917.850647,185437.1452,486698.0967,554733.1962,<1H OCEAN,Los Angeles,4.88,1.07,30,10,185,555,485
173800,2.7098,47,1585,420,949,366,34.13,-118.22,29183.93126,8917.850647,185437.1452,486698.0967,554733.1962,<1H OCEAN,Los Angeles,4.33,1.15,30,10,185,555,485
272400,5.7794,35,2983,526,1614,543,34.13,-118.22,29183.93126,8917.850647,185437.1452,486698.0967,554733.1962,<1H OCEAN,Los Angeles,5.49,0.97,30,10,185,555,485
205800,4.825,40,2749,580,1375,511,34.13,-118.22,29183.93126,8917.850647,185437.1452,486698.0967,554733.1962,<1H OCEAN,Los Angeles,5.38,1.14,30,10,185,555,485
187500,1.625,52,403,117,361,105,34.14,-118.15,35526.59449,13025.07591,183036.6643,490199.3223,558231.1019,<1H OCEAN,Los Angeles,3.84,1.11,35,15,185,560,490
55000,2.3,45,543,191,454,181,34.14,-118.15,35526.59449,13025.07591,183036.6643,490199.3223,558231.1019,<1H OCEAN,Los Angeles,3,1.06,35,15,185,560,490
258300,3.875,27,1499,426,755,414,34.14,-118.15,35526.59449,13025.07591,183036.6643,490199.3223,558231.1019,<1H OCEAN,Los Angeles,3.62,1.03,35,15,185,560,490
362500,3.1475,28,2522,616,991,574,34.06,-118.38,12557.28512,12587.69033,187479.309,482918.8189,550918.9388,<1H OCEAN,Los Angeles,4.39,1.07,15,15,185,550,485
500000,3.5556,25,2558,661,1183,636,34.06,-118.38,12557.28512,12587.69033,187479.309,482918.8189,550918.9388,<1H OCEAN,Los Angeles,4.02,1.04,15,15,185,550,485
500001,7.6771,52,1311,217,578,205,34.06,-118.38,12557.28512,12587.69033,187479.309,482918.8189,550918.9388,<1H OCEAN,Los Angeles,6.4,1.06,15,15,185,550,485
500001,6.2344,50,1509,291,690,259,34.06,-118.38,12557.28512,12587.69033,187479.309,482918.8189,550918.9388,<1H OCEAN,Los Angeles,5.83,1.12,15,15,185,550,485
310000,2.8233,31,4345,1158,1987,1070,34.06,-118.38,12557.28512,12587.69033,187479.309,482918.8189,550918.9388,<1H OCEAN,Los Angeles,4.06,1.08,15,15,185,550,485
450000,2.7824,29,3946,1008,1676,876,34.06,-118.38,12557.28512,12587.69033,187479.309,482918.8189,550918.9388,<1H OCEAN,Los Angeles,4.5,1.15,15,15,185,550,485
188600,2.8631,30,1762,416,940,398,34.16,-118.12,38940.31522,16530.69163,183593.957,490435.4273,558461.0882,<1H OCEAN,Los Angeles,4.43,1.05,40,15,185,560,490
241900,5.0237,52,2218,437,1211,422,34.16,-118.12,38940.31522,16530.69163,183593.957,490435.4273,558461.0882,<1H OCEAN,Los Angeles,5.26,1.04,40,15,185,560,490
